country_date_id,majority,population
136297,V,53.66
11884,NV,0.00
26181,V,52.42
106771,NV,31.55
62551,NV,10.88
170585,NV,0.09
130192,NV,0.00
863,V,76.77
154524,NV,0.00
12500,V,78.46
184295,NV,0.00
49603,NV,0.00
15159,NV,0.00
191372,NV,0.00
181132,NV,0.00
3063,NV,20.31
9667,NV,0.00
152020,V,66.47
62045,V,78.27
12255,V,67.32
159555,NV,0.00
120716,NV,0.00
68213,NV,17.89
114651,NV,0.00
141134,NV,19.32
85635,NV,1.11
150803,V,51.14
17900,V,83.17
22772,V,55.54
110614,NV,0.00
58285,NV,0.00
160769,NV,0.00
39851,NV,42.54
5672,NV,0.00
15656,V,67.26
156183,NV,22.97
130824,V,65.62
97264,NV,17.28
23463,NV,0.00
19382,NV,0.00
133798,NV,2.45
74746,NV,0.00
68274,NV,18.12
15522,NV,21.94
6570,NV,0.00
189,NV,0.00
48310,NV,20.23
36101,NV,0.00
907,V,77.35
117786,NV,0.00
50060,NV,0.00
106827,NV,31.55
12449,V,77.91
93700,NV,0.00
20920,NV,48.59
14755,NV,7.45
23100,V,74.22
119105,NV,2.82
126707,NV,14.35
100458,V,50.94
27989,NV,0.00
72589,NV,0.00
134675,NV,0.00
112684,NV,0.00
11348,NV,0.05
104229,NV,0.00
96364,V,84.12
21506,NV,0.00
39088,NV,10.96
114626,NV,0.00
14662,NV,6.82
129362,NV,0.00
76971,NV,0.00
167952,NV,0.00
33318,NV,36.25
3021,NV,0.00
117472,NV,7.72
15798,V,70.81
67471,NV,0.00
12649,V,78.59
2346,NV,0.00
176155,V,54.86
54,NV,0.00
9592,NV,0.00
127047,NV,0.00
89444,NV,0.00
27774,NV,0.00
187990,NV,0.00
77462,NV,43.93
109180,NV,0.00
134250,V,79.57
1455,NV,0.00
179156,V,51.32
20825,NV,28.45
179588,NV,0.00
71893,NV,23.06
143433,V,82.78
7687,NV,0.00
2193,NV,0.00
38308,NV,0.00
106054,NV,0.00
18071,NV,0.00
112666,NV,0.00
137686,NV,0.00
61682,V,67.61
125402,NV,5.68
95597,NV,0.00
40126,V,69.97
150318,NV,0.00
113817,NV,0.00
109283,NV,0.00
156033,NV,8.37
84248,NV,0.00
43311,NV,0.00
179714,NV,0.00
113434,NV,0.00
64393,NV,0.00
126169,NV,0.00
120744,NV,0.00
113709,NV,0.00
93083,NV,40.88
92294,V,82.80
21451,NV,0.00
186493,V,65.76
60470,NV,0.00
69209,NV,11.26
135461,NV,0.00
14768,NV,9.41
4403,NV,0.00
118542,V,88.34
84601,NV,17.67
150813,V,51.14
100231,NV,5.51
148464,NV,21.33
18883,NV,38.53
125862,NV,0.00
32729,V,68.72
59937,V,78.38
138743,NV,0.00
21572,NV,0.00
40068,V,68.97
94118,NV,2.79
112010,V,61.83
125001,NV,0.00
40823,NV,45.65
78393,NV,47.93
159451,V,70.15
4078,NV,43.48
156451,NV,0.00
17387,NV,16.45
11313,NV,0.03
75224,NV,35.06
76456,V,84.14
159429,V,70.15
7546,NV,0.00
14781,NV,9.41
166426,V,62.63
122131,NV,0.00
88509,NV,0.00
4384,NV,0.00
125730,V,79.18
137402,V,71.57
80961,NV,0.00
56497,V,80.32
43941,V,88.82
75996,NV,0.00
161559,NV,47.71
96811,NV,0.00
16198,NV,0.00
169353,NV,0.00
245,NV,0.00
16678,NV,30.19
171067,NV,0.00
13242,NV,0.04
66234,NV,34.08
182487,NV,28.77
69131,NV,8.24
155355,NV,0.00
21714,NV,10.44
31185,NV,2.85
155326,NV,0.00
43614,NV,14.35
86997,V,77.82
14069,NV,0.00
156287,NV,27.77
161286,NV,47.10
175559,NV,0.00
137235,V,68.31
115505,NV,0.00
90986,NV,34.41
61577,NV,39.04
19751,NV,22.29
137614,NV,0.00
106912,NV,31.90
102240,NV,0.00
155029,V,87.06
4779,NV,10.40
85176,NV,0.00
184311,NV,32.95
114984,NV,0.00
34467,NV,0.00
104514,V,54.83
81404,NV,9.23
132265,NV,0.00
184518,NV,38.17
20236,NV,0.00
83375,NV,6.43
16475,NV,16.36
135911,NV,1.32
129692,NV,3.73
116035,NV,27.18
162440,NV,5.07
128966,NV,11.29
74965,NV,0.00
56661,V,85.26
12403,V,75.90
183711,NV,0.00
151526,NV,0.00
155599,NV,0.00
145780,NV,33.80
164690,NV,45.68
132756,NV,2.01
12686,V,78.61
116354,V,62.70
114035,NV,26.68
39593,NV,0.00
85332,NV,0.00
152455,NV,0.00
144511,NV,44.90
1406,NV,0.00
49564,NV,0.00
3024,NV,18.42
23216,V,74.22
132799,NV,2.49
68365,NV,20.86
15692,V,68.37
148438,NV,15.12
103054,NV,0.00
84199,NV,0.00
8110,V,72.62
137720,NV,0.00
104889,V,67.20
141485,V,56.37
180705,NV,0.00
112006,V,61.78
42538,NV,15.35
13836,NV,0.00
96563,V,86.93
59959,V,78.40
49524,NV,0.00
65537,NV,0.00
146108,V,105.66
16064,NV,0.00
115043,NV,0.62
182139,NV,0.53
130252,NV,0.00
19641,NV,7.28
80424,V,56.98
63004,V,76.99
66077,NV,33.66
67061,NV,8.72
136869,NV,2.24
135576,NV,0.00
13973,NV,0.00
8633,NV,0.00
51926,NV,0.00
103820,NV,18.01
10726,NV,0.00
68130,NV,13.52
34074,NV,0.00
97729,NV,0.00
131309,NV,0.00
67280,NV,23.93
154735,NV,22.58
18731,NV,35.04
33018,NV,0.00
168305,NV,21.95
8340,V,82.91
185373,V,78.32
140940,NV,0.00
139958,NV,0.00
32686,V,68.69
114444,NV,0.00
179778,NV,0.00
122575,NV,22.84
194849,NV,8.83
96296,V,82.14
2867,NV,10.00
69590,NV,0.00
57540,V,61.64
138735,NV,0.00
84034,NV,0.00
53117,NV,5.75
6406,NV,0.00
8615,NV,0.00
138261,V,76.11
53257,V,56.51
139046,NV,1.89
105513,NV,7.78
90093,NV,24.09
699,V,72.48
14335,NV,0.00
69781,NV,0.00
57251,NV,5.68
111035,V,79.45
30195,NV,0.00
54430,NV,26.55
53442,V,77.11
109122,V,71.45
12573,V,78.55
129385,NV,0.00
126982,NV,0.00
119235,NV,17.65
69003,NV,0.45
149735,NV,47.39
88366,NV,0.00
66996,NV,2.50
87200,NV,0.00
190398,NV,0.03
57682,V,63.42
10461,NV,46.87
125153,NV,0.00
188328,NV,0.79
173821,NV,21.47
80720,V,62.21
24269,V,50.23
50137,V,77.66
87510,NV,7.78
52406,NV,14.43
179737,NV,0.00
45923,V,64.44
12276,V,71.05
156615,NV,0.00
66547,NV,0.00
186799,NV,0.00
12108,NV,4.69
163773,NV,0.00
156221,NV,25.85
156138,NV,19.40
48059,NV,8.51
15931,NV,0.00
169996,NV,9.51
132354,NV,0.00
180699,NV,0.00
111130,V,84.62
49602,NV,0.00
69057,NV,6.13
20498,NV,0.00
14253,NV,0.00
34044,NV,0.00
152988,NV,7.75
137195,V,65.40
84278,NV,0.00
149952,V,52.04
126228,NV,0.00
4780,NV,10.40
167614,NV,26.28
161581,NV,47.71
34906,V,89.17
110359,NV,0.00
104898,V,67.20
12032,NV,0.00
110214,NV,0.00
123754,V,75.24
120950,NV,0.00
155873,NV,1.82
9933,NV,0.00
129253,NV,0.00
89180,V,81.24
17722,V,81.33
116782,NV,0.00
95485,NV,20.07
47585,NV,0.00
9213,V,75.42
84018,NV,0.00
83944,V,80.71
39980,V,64.98
20172,NV,0.00
110699,NV,9.04
149709,NV,43.71
182859,NV,0.00
159450,V,70.15
3468,NV,0.00
171391,NV,0.00
92323,V,82.94
155061,V,88.69
5756,NV,23.17
30995,NV,0.00
195697,NV,5.92
1484,NV,0.00
119340,NV,38.33
145237,NV,0.00
139008,NV,0.58
17041,NV,0.00
31067,NV,0.00
2335,NV,0.00
120288,V,63.01
17968,V,83.29
42714,V,63.28
186086,NV,2.24
33299,NV,27.78
143831,NV,0.00
1778,NV,7.75
72706,NV,0.00
13720,NV,20.14
142721,NV,0.00
182037,NV,0.00
112935,V,63.87
29223,NV,8.62
98258,V,66.52
180212,V,62.03
83248,NV,0.00
107043,NV,37.85
92940,NV,10.75
78806,NV,0.00
61250,NV,0.00
131790,V,60.91
167934,NV,0.00
88613,NV,3.34
156822,NV,0.08
187527,NV,34.44
171710,NV,5.45
16342,NV,1.66
137563,NV,0.00
122143,NV,0.00
58979,NV,0.00
185341,V,77.92
188467,NV,32.76
5454,NV,0.00
155935,NV,3.51
82236,NV,0.00
12632,V,78.59
2374,NV,0.00
128760,NV,2.09
192466,NV,0.00
109269,NV,0.00
72485,NV,0.00
50386,V,81.08
2682,NV,1.47
187576,NV,40.00
51821,NV,0.00
103933,NV,0.00
92730,NV,0.00
25994,NV,27.93
185564,V,84.40
39429,NV,0.00
103624,NV,15.95
15227,NV,0.00
72968,NV,1.05
132263,NV,0.00
163934,NV,0.00
107482,NV,4.67
9875,NV,0.00
124872,NV,0.00
67670,NV,0.00
84963,V,65.97
57371,NV,41.57
4304,NV,0.00
50268,V,80.98
138922,NV,0.00
187188,NV,0.00
49224,NV,41.67
56891,NV,0.00
140633,NV,0.00
89184,V,81.24
67808,NV,0.00
130152,NV,0.00
49781,NV,0.04
291,NV,0.00
129950,V,68.40
111365,NV,0.00
170397,NV,0.00
68525,NV,0.00
8705,NV,0.00
183823,NV,0.00
155729,NV,0.00
36472,NV,0.00
152675,NV,0.26
74576,NV,0.00
157556,NV,0.00
125529,V,71.88
6880,NV,3.88
14965,NV,0.00
6962,NV,16.19
40640,NV,35.48
2949,NV,16.02
18391,NV,0.00
8225,V,80.74
115669,NV,0.00
4865,V,50.87
184224,NV,13.76
135560,NV,0.00
88302,NV,0.00
36976,NV,4.39
79351,NV,0.12
29347,NV,41.03
19258,NV,0.00
137734,NV,0.00
131426,NV,0.00
128844,NV,4.38
84797,V,64.63
167441,NV,14.26
78665,V,55.78
154955,V,83.08
192182,NV,0.00
32771,V,68.75
16279,NV,0.26
182640,NV,0.00
87308,NV,0.00
52922,NV,0.00
5962,V,88.42
130300,NV,0.00
94644,NV,0.00
91864,NV,14.79
174023,NV,50.00
155444,NV,0.00
153931,NV,5.56
47650,NV,0.00
159737,NV,0.00
8559,NV,0.00
1761,NV,1.05
130647,NV,16.15
132278,NV,0.00
139825,NV,0.00
63945,NV,0.00
11768,NV,0.00
134985,NV,44.81
52696,NV,0.00
22550,NV,0.00
18543,NV,4.35
44125,NV,0.00
5631,NV,0.00
8470,NV,0.00
20670,NV,3.90
6819,NV,1.04
32373,V,53.67
109213,NV,0.00
87585,V,51.47
168608,V,73.03
56485,V,80.01
181680,NV,0.00
140322,NV,2.28
159062,V,64.05
57045,NV,0.00
152532,NV,0.00
141076,NV,5.24
159793,NV,0.00
93623,NV,0.00
77260,NV,19.06
6572,NV,0.00
50675,NV,0.00
7001,NV,39.86
118158,V,80.02
93694,NV,0.00
96603,NV,0.00
97350,NV,35.06
134084,V,76.14
14678,NV,11.72
133255,V,73.87
151431,NV,0.00
179150,V,51.30
4985,V,63.31
153764,NV,1.97
47104,V,75.91
15142,NV,0.00
93124,NV,43.83
20758,NV,16.45
93017,NV,30.84
86388,NV,0.00
18267,NV,0.00
22889,V,68.12
23126,V,74.22
50513,NV,0.00
18361,NV,0.00
146219,NV,0.00
101374,NV,21.77
36000,NV,32.73
3042,NV,19.14
13421,NV,4.89
1784,NV,7.75
113158,V,70.34
25331,V,79.78
137714,NV,0.00
16029,NV,0.00
194741,NV,2.69
122263,NV,0.28
114251,NV,32.40
159559,NV,0.00
146229,NV,0.00
16701,NV,30.22
136031,NV,13.88
195810,NV,17.08
70007,NV,10.03
5383,NV,0.00
83246,NV,0.00
21735,NV,13.61
194625,NV,0.21
10390,NV,46.74
193055,NV,0.00
169002,NV,0.00
83529,V,69.65
26016,NV,33.23
24032,NV,42.30
5053,V,66.76
3354,NV,0.00
17233,NV,0.00
90202,NV,25.42
40053,V,68.97
6125,NV,0.00
41815,V,51.82
65410,NV,0.00
99993,NV,0.00
54471,NV,29.02
195814,NV,17.26
2251,NV,0.00
59376,NV,1.67
155234,V,90.78
70871,NV,13.56
124293,NV,0.00
51315,V,53.05
114737,NV,0.00
101683,NV,43.40
78445,V,54.77
28202,V,66.14
52391,NV,14.43
121495,NV,35.75
50615,NV,0.00
152631,NV,0.00
66359,NV,0.00
11747,NV,0.00
81094,NV,0.00
80613,V,62.11
183232,NV,1.93
63519,NV,0.00
12075,NV,2.80
756,V,74.21
130859,V,66.95
123265,NV,0.65
112772,NV,24.10
176114,V,52.09
6276,V,103.72
4226,NV,44.47
169206,NV,0.00
90323,NV,0.00
32764,V,68.74
8854,NV,0.22
133548,NV,0.00
70752,NV,0.02
24964,NV,34.07
176281,NV,0.00
162860,NV,0.00
99477,V,76.93
118381,V,87.98
179070,NV,44.68
141486,V,56.37
136396,V,55.88
2746,NV,2.05
16267,NV,0.08
132970,NV,31.88
75885,NV,0.00
51637,V,75.19
124809,NV,11.66
76571,V,88.88
175392,NV,0.00
107557,NV,24.19
24484,NV,0.00
104547,V,60.66
96970,NV,0.00
140552,NV,2.85
71469,NV,0.00
84406,NV,0.00
149749,NV,47.97
79432,NV,0.58
64046,NV,10.72
917,V,77.54
143167,NV,6.02
133338,NV,0.00
107135,NV,0.00
182402,NV,6.23
65332,NV,0.00
39913,NV,0.00
135684,NV,0.00
141579,V,56.54
130199,NV,0.00
155038,V,87.64
115854,NV,0.48
119579,V,50.84
107990,V,68.26
134089,V,76.26
65657,NV,0.00
191231,NV,0.00
86016,NV,17.57
181666,NV,0.00
23455,NV,0.00
133638,NV,0.00
15113,NV,0.00
7247,V,82.12
195747,NV,13.33
169966,NV,9.44
38324,NV,0.00
158831,NV,0.00
69752,NV,0.00
4736,NV,5.86
192076,NV,0.00
93750,NV,0.00
23240,V,74.22
112925,V,62.51
12341,V,74.35
104710,V,67.07
9207,V,74.78
34277,NV,0.00
4873,V,53.87
139337,V,57.11
127115,NV,0.00
115824,NV,0.07
13423,NV,4.89
71633,NV,0.00
38800,NV,2.01
176748,NV,1.26
137924,NV,1.89
118383,V,87.99
106619,NV,1.40
50038,V,73.16
10370,NV,46.69
176762,NV,1.26
137958,NV,3.43
110118,V,70.57
137434,V,71.48
19655,NV,10.13
97480,NV,46.23
100084,NV,0.00
67270,NV,23.93
132776,NV,2.26
37438,NV,0.00
163580,NV,38.49
12489,V,78.44
27260,V,90.04
17601,V,77.03
67540,NV,0.00
10180,NV,39.91
103365,NV,0.00
185142,NV,28.87
175888,NV,29.91
52158,NV,8.98
25350,V,79.97
49048,NV,37.27
114989,NV,0.00
63663,NV,0.38
72284,V,68.15
43451,NV,0.00
14156,NV,0.00
3137,NV,21.96
170862,NV,11.79
99577,V,77.82
96810,NV,0.00
70908,NV,15.65
195517,NV,0.00
181655,NV,0.00
17692,V,80.67
43944,V,88.84
75164,NV,27.21
28971,NV,0.00
15298,NV,1.51
86844,V,77.27
40271,NV,0.00
160013,NV,0.11
127238,NV,0.00
119322,NV,35.46
1294,NV,0.00
100014,NV,0.00
151044,V,64.88
8868,NV,2.06
190408,NV,0.03
112748,NV,22.83
45476,NV,0.00
169879,NV,8.32
111530,NV,0.00
165519,V,57.46
143203,NV,14.00
85804,NV,15.00
151283,NV,0.00
88320,NV,0.00
174180,V,51.45
35414,NV,0.00
119318,NV,34.79
88003,V,65.01
159611,NV,0.00
9811,NV,0.00
194043,NV,32.42
13658,NV,19.68
63163,NV,0.00
102986,NV,0.00
89496,NV,0.00
180611,NV,0.00
37844,NV,0.21
4372,NV,0.00
117917,NV,5.69
62773,V,71.81
36118,NV,0.00
103750,NV,17.38
14041,NV,0.00
121679,NV,41.17
17875,V,83.11
121529,NV,41.02
83947,V,80.71
121257,NV,1.73
112621,NV,0.00
31531,V,81.11
167057,NV,0.00
5312,V,66.98
16313,NV,0.79
15571,NV,34.10
178127,NV,46.28
76586,V,89.49
67441,NV,0.00
54443,NV,27.19
16538,NV,20.66
193733,NV,25.08
169993,NV,9.51
180549,NV,0.00
157593,NV,0.00
65627,NV,0.00
59839,V,78.22
189591,NV,0.00
54037,NV,0.00
44793,V,65.07
81276,NV,1.65
13234,NV,0.00
4493,NV,0.00
19397,NV,0.00
110422,NV,0.00
17815,V,82.84
6594,NV,0.00
146430,V,54.63
165008,NV,0.00
83560,V,74.65
13832,NV,0.00
28758,NV,0.00
58669,NV,16.94
181889,NV,0.00
120062,NV,0.00
119375,NV,40.24
177913,NV,25.85
69488,NV,16.79
117225,NV,2.41
78639,V,55.75
16148,NV,0.00
169029,NV,0.00
133428,NV,0.00
73219,NV,32.04
180694,NV,0.00
39554,NV,0.00
183424,NV,22.57
35770,NV,14.99
6240,V,103.72
158569,NV,0.00
27785,NV,0.00
146343,NV,0.00
122539,NV,22.48
1772,NV,7.75
191535,NV,0.53
82991,NV,0.00
72664,NV,0.00
181718,NV,0.00
139752,NV,0.00
127943,NV,11.37
3286,NV,0.00
146067,NV,0.00
130833,V,65.94
139604,NV,0.00
45675,NV,13.78
160207,NV,4.24
132447,NV,0.00
95217,NV,14.34
89838,NV,4.78
131647,NV,5.87
96645,NV,0.00
185944,NV,0.00
67146,NV,15.15
48446,NV,0.00
154720,NV,17.82
12481,V,78.40
118996,NV,0.00
45417,NV,0.00
3924,NV,35.48
6603,V,83.09
157777,NV,0.00
183801,NV,0.00
41936,V,52.05
71457,NV,0.00
148939,NV,41.28
171892,NV,12.94
42494,NV,8.43
73305,NV,34.88
19947,NV,26.17
71672,NV,0.00
155233,V,90.77
183062,NV,0.01
137486,NV,0.00
68753,NV,0.00
97239,NV,8.57
99938,NV,0.00
148341,NV,1.52
10829,NV,0.00
58834,NV,29.75
2734,NV,2.04
111972,V,61.21
104965,NV,0.00
6396,NV,0.00
16495,NV,18.07
171923,NV,12.94
118236,V,82.18
169093,NV,0.00
92200,V,82.27
29109,NV,0.00
103421,NV,0.00
1647,NV,0.53
144574,NV,48.62
133779,NV,1.04
112644,NV,0.00
94837,NV,0.00
44897,V,71.86
136284,V,52.77
93917,NV,0.00
29636,V,52.40
113332,V,70.34
47877,NV,2.04
7953,NV,7.73
185179,NV,46.02
34646,V,85.27
127386,NV,0.00
46362,NV,0.00
88596,NV,2.34
9536,NV,0.00
108525,NV,2.23
116641,NV,0.00
38264,NV,0.00
41285,NV,0.00
5426,NV,0.00
46947,V,69.48
140593,NV,2.92
7463,NV,0.00
137713,NV,0.00
135792,NV,0.00
107065,NV,0.00
101700,NV,43.46
5029,V,66.51
121784,NV,0.00
160980,NV,13.15
50443,V,81.10
21946,V,51.14
65474,NV,0.00
786,V,74.93
145747,NV,33.77
117458,NV,7.31
72999,NV,2.09
178951,NV,14.08
96800,NV,0.00
89697,NV,0.00
122364,NV,12.43
152684,NV,0.26
91150,NV,39.95
77626,V,53.67
22098,V,53.87
12762,NV,0.00
76372,V,69.66
4765,NV,5.89
146009,NV,0.00
20507,NV,0.00
130568,NV,2.52
27893,NV,0.00
123804,V,83.74
182392,NV,6.23
13407,NV,2.23
6425,NV,0.00
116069,NV,36.12
48063,NV,8.51
168481,V,65.07
160382,NV,8.10
31503,V,80.49
176943,NV,36.78
31501,V,80.44
63893,NV,9.28
85467,NV,0.00
30366,NV,6.00
145666,NV,33.69
85404,NV,0.00
37657,NV,0.00
3359,NV,0.00
168184,NV,0.00
46968,V,71.14
135103,V,64.17
125208,NV,0.00
58262,NV,0.00
192909,NV,1.34
22659,NV,18.18
87442,NV,0.00
116544,NV,0.00
42752,V,70.05
178307,NV,46.82
83,NV,0.00
8951,NV,10.80
47830,NV,0.79
154310,NV,0.00
62940,V,76.99
138870,NV,0.00
53093,NV,2.49
25885,NV,0.00
123165,NV,0.00
7482,NV,0.00
21091,V,66.82
65416,NV,0.00
22088,V,53.78
18509,NV,0.00
30104,NV,0.00
102731,NV,43.90
159004,V,64.05
131427,NV,0.00
76757,NV,0.00
187042,NV,0.00
148021,NV,0.00
187821,NV,0.00
46654,NV,2.75
30048,NV,0.00
70697,NV,0.00
156562,NV,0.00
188007,NV,0.00
53606,V,78.26
192834,NV,1.24
5352,NV,0.00
177490,NV,0.00
11264,NV,0.00
193454,NV,0.17
150211,NV,0.00
108942,NV,5.85
25526,NV,0.00
16572,NV,25.11
63573,NV,0.00
194275,NV,0.00
144581,NV,48.91
117161,NV,1.20
150191,NV,0.00
127458,NV,0.02
126652,NV,11.05
172543,NV,0.08
43534,NV,0.00
190275,NV,0.00
30171,NV,0.00
93400,V,54.62
145912,NV,0.00
14869,NV,0.00
5655,NV,0.00
21421,NV,0.00
154134,NV,6.19
110370,NV,0.00
53061,NV,0.98
160328,NV,7.86
122222,NV,0.14
51229,V,51.43
137944,NV,2.41
13652,NV,19.68
77397,NV,42.00
104521,V,58.33
105665,V,63.19
68943,NV,0.00
71897,NV,27.32
168463,V,63.99
23975,NV,34.12
99336,NV,21.63
7563,NV,0.00
23963,NV,33.07
129325,NV,0.00
47226,V,76.11
72599,NV,0.00
17538,V,72.96
25741,NV,0.00
11101,NV,0.00
8867,NV,1.86
107479,NV,4.61
17697,V,80.88
96012,NV,5.99
92666,NV,0.00
5959,V,87.68
121711,NV,0.00
61022,NV,0.00
13466,NV,12.17
141196,NV,43.90
77053,NV,0.00
72549,NV,0.00
46592,NV,0.00
164930,NV,0.00
109095,NV,5.85
2895,NV,12.11
173710,NV,0.41
59342,NV,1.59
56178,NV,3.79
5366,NV,0.00
90938,NV,31.52
30317,NV,5.77
5385,NV,0.00
173407,NV,0.00
64134,NV,10.76
34823,V,88.50
193163,NV,0.00
57860,NV,0.00
11019,NV,0.00
59921,V,78.36
79147,NV,0.00
40500,NV,19.37
188750,V,50.48
191888,NV,39.97
154824,V,62.15
43052,V,81.45
131938,V,73.50
16805,NV,30.40
23626,NV,0.00
178248,NV,46.71
159106,V,64.05
43776,V,82.84
18563,NV,8.84
79580,NV,1.05
24096,NV,47.41
138894,NV,0.00
3679,NV,0.02
5710,NV,2.65
124465,NV,2.60
49574,NV,0.00
180538,NV,0.00
165381,V,51.57
81566,NV,43.78
17095,NV,0.00
95516,NV,20.24
41083,NV,0.00
78495,V,55.50
74781,NV,0.00
40151,V,70.17
140914,NV,0.00
68475,NV,0.00
38071,NV,2.90
121472,NV,35.75
112480,NV,0.00
78419,V,53.50
87906,NV,0.00
158640,NV,0.00
17047,NV,0.00
16719,NV,30.28
111347,NV,0.00
63407,NV,0.00
183098,NV,0.01
143842,NV,0.00
5477,NV,0.00
71597,NV,0.00
126039,NV,0.00
123703,V,75.24
149013,NV,0.00
90426,NV,0.00
182620,NV,0.00
166154,NV,0.00
26050,NV,37.25
159098,NV,0.00
85266,NV,0.00
30341,NV,6.00
24411,NV,0.00
6143,V,101.82
145686,NV,33.70
53410,V,76.04
27579,NV,0.00
89868,NV,5.44
36070,NV,0.00
150725,NV,18.29
14031,NV,0.00
17422,NV,35.99
164289,NV,40.45
19296,NV,0.00
135800,NV,0.00
10495,NV,46.92
101044,NV,0.00
21355,NV,0.00
89943,NV,17.64
113886,NV,3.47
108243,NV,0.00
107953,V,68.24
75610,NV,0.00
9712,NV,0.00
1093,NV,0.00
164050,NV,0.00
134045,V,74.68
32372,V,53.49
47543,NV,0.00
18340,NV,0.00
6906,NV,7.17
143467,V,83.47
4015,NV,42.56
2910,NV,13.71
35933,NV,0.00
190078,NV,0.00
138988,NV,0.20
146194,NV,0.00
17368,NV,13.54
10994,NV,0.00
97523,NV,47.22
71676,NV,0.00
195317,NV,0.00
137310,V,70.48
63416,NV,0.00
173225,NV,0.00
54028,NV,0.00
179865,NV,9.07
11708,NV,0.00
119101,NV,2.82
72008,V,65.41
163724,NV,0.00
84351,NV,0.00
187841,NV,0.00
152380,NV,0.00
15749,V,69.98
8439,V,83.22
144921,NV,0.00
184975,NV,0.00
6845,NV,1.62
111048,V,81.33
7708,NV,0.00
108719,NV,5.85
20268,NV,0.00
50562,NV,0.00
136385,V,55.84
7771,NV,0.00
21711,NV,10.20
17066,NV,0.00
84114,NV,0.00
27028,NV,3.85
167807,NV,28.47
60703,V,65.13
12976,NV,0.00
156044,NV,9.80
131129,V,68.08
52392,NV,14.43
49826,NV,2.79
43993,V,88.97
179370,V,51.66
16378,NV,6.09
16247,NV,0.00
59987,NV,0.00
43935,V,88.80
107898,V,68.17
99825,NV,0.00
57859,NV,0.00
75173,NV,28.03
66732,NV,0.00
1132,NV,0.00
106551,NV,0.01
146408,NV,44.44
186469,V,65.08
35602,NV,2.16
87542,NV,31.12
25033,V,59.28
22600,NV,0.00
128074,NV,0.00
99780,NV,0.00
13983,NV,0.00
13183,NV,0.00
172975,V,73.35
182617,NV,0.00
23966,NV,33.22
148270,NV,0.00
71373,NV,0.00
173520,NV,0.00
187757,NV,47.64
166416,V,60.35
115924,NV,8.73
120263,V,62.83
11403,NV,0.06
166300,NV,11.40
95105,NV,6.51
118041,V,61.11
7840,NV,0.01
165562,V,57.57
79626,NV,1.14
136480,NV,0.00
29105,NV,0.00
77405,NV,42.17
10557,NV,46.94
18627,NV,14.39
135547,NV,0.00
78594,V,55.71
112847,NV,45.95
33149,NV,0.00
159299,V,70.14
99686,V,78.21
36068,NV,0.00
84380,NV,0.00
75185,NV,29.83
69348,NV,13.09
134942,NV,22.79
50,NV,0.00
149854,V,50.84
32809,V,68.76
173165,NV,0.00
14179,NV,0.00
16702,NV,30.22
62268,NV,0.00
101661,NV,43.20
10020,NV,6.58
91375,NV,0.00
144674,V,50.90
137069,V,58.72
186234,NV,48.60
143848,NV,0.00
72874,NV,0.01
8320,V,82.75
162894,NV,0.00
90690,NV,0.27
130208,NV,0.00
184883,NV,0.00
100869,NV,0.00
121237,NV,0.97
155573,NV,0.00
82716,V,60.75
106876,NV,31.90
158114,V,65.44
41295,NV,0.00
14018,NV,0.00
139755,NV,0.00
138222,V,69.55
124563,NV,3.77
81616,V,54.08
193750,NV,26.19
125796,V,80.66
53100,NV,3.22
119686,NV,0.00
136162,NV,40.08
139257,NV,46.20
76031,NV,0.72
13417,NV,4.89
21709,NV,9.74
173186,NV,0.00
173862,NV,27.80
155622,NV,0.00
52409,NV,14.43
14159,NV,0.00
173170,NV,0.00
111933,V,59.41
85365,NV,0.00
36381,NV,0.00
181083,NV,17.48
34886,V,89.11
82213,NV,0.00
16708,NV,30.24
118725,NV,0.00
79039,NV,0.00
7082,V,64.91
169480,NV,0.03
15465,NV,10.53
172308,NV,0.00
136851,NV,0.13
103652,NV,16.53
72354,V,68.15
48875,NV,26.12
118924,NV,0.00
64917,V,68.92
98471,V,86.04
81137,NV,0.00
136792,NV,0.00
76932,NV,0.00
17038,NV,0.00
177504,NV,0.00
176381,NV,0.00
56281,V,85.32
30955,NV,0.00
114310,NV,0.00
151072,V,65.05
13167,NV,0.00
38171,NV,0.00
149419,NV,1.32
135719,NV,0.00
128716,NV,1.58
65380,NV,0.00
158357,V,68.35
181254,V,76.33
159915,NV,0.00
207,NV,0.00
187960,NV,0.00
76876,NV,0.00
127894,NV,11.02
121209,NV,0.29
1098,NV,0.00
136260,V,52.16
4957,V,62.04
757,V,74.21
152325,NV,0.00
11110,NV,0.00
111424,NV,0.00
81273,NV,1.46
32940,NV,0.00
148385,NV,4.64
6576,NV,0.00
111952,V,60.77
47337,NV,0.00
79455,NV,0.62
39493,NV,0.00
50113,V,75.94
172694,NV,12.11
161080,NV,35.69
184252,NV,17.59
171157,NV,0.00
166341,NV,32.27
65915,NV,25.33
63215,NV,0.00
146297,NV,0.00
12285,V,71.76
191437,NV,0.00
68018,NV,4.73
157527,NV,0.00
22714,NV,39.27
179103,V,50.08
121864,NV,0.00
10506,NV,46.94
88935,V,77.36
134843,NV,1.76
84524,NV,2.42
109339,NV,0.00
155423,NV,0.00
109991,V,70.44
115774,NV,0.00
12055,NV,0.98
171565,NV,0.86
39964,V,63.87
95702,NV,0.00
17820,V,82.84
98078,NV,0.32
132672,NV,0.00
