id,country,date
12922,BEN,20200805
1107,AFG,20200212
17880,BHR,20220717
30565,CAF,20220714
3399,ALB,20200727
56529,ESP,20220218
14232,BFA,20210403
3806,ALB,20210827
40802,COM,20220728
35717,CIV,20220130
9386,AUT,20220703
41792,CPV,20220508
53419,ECU,20220330
2665,AGO,20210609
51802,DZA,20201020
52969,ECU,20210118
24613,COG,20200111
61693,GRD,20200630
54797,ERI,20200509
39833,COL,20211021
19176,BIH,20200504
15014,BGD,20200726
268,ABW,20200918
40269,COM,20200129
28354,BTN,20220316
20023,BIH,20220801
26080,BRB,20211028
2881,AGO,20220105
55677,ERI,20220925
44046,CUB,20220830
61620,FRA,20210824
56242,ESP,20210519
34788,CHN,20220602
31262,CAN,20210712
43871,CUB,20220309
36773,CMR,20220123
26908,BRN,20210314
32115,CHE,20201221
43430,CUB,20210105
17351,BHR,20210218
25465,BRB,20200307
53865,EGY,20200822
50417,DNK,20221005
52454,DZA,20220715
43429,CUB,20210104
8520,AUT,20200312
8022,AUS,20210912
8852,AUT,20210127
33633,CHL,20220310
9973,AZE,20210324
46630,DEU,20210207
42391,CRI,20210201
5962,ARE,20211005
45075,CYP,20220831
45162,CZE,20200109
38087,COD,20220924
56812,EST,20200129
36352,CMR,20201210
18580,BHS,20210720
21443,BLZ,20201027
26457,BRB,20221101
38923,COG,20220301
35182,CIV,20200829
42647,CRI,20211008
51718,DZA,20200731
1894,AFG,20220319
43021,CRI,20221007
51559,DZA,20200225
36428,CMR,20210223
11960,BEL,20201104
58993,FIN,20200403
56229,ESP,20210506
24172,BOL,20220612
17380,BHR,20210317
52817,ECU,20200823
40743,COM,20220530
60349,FJI,20210113
30629,CAF,20220919
34661,CHN,20220128
18607,BHS,20210815
40117,COL,20220715
20435,BLR,20201117
34330,CIV,20200205
8952,AUT,20210507
37375,COD,20201028
18119,BHS,20200430
34414,CHN,20210531
27021,BRN,20210701
47881,DJI,20210901
14987,BGD,20200630
46669,DEU,20210316
4232,ALB,20221016
28247,BTN,20211202
46706,DEU,20210422
23674,BOL,20210212
42389,CRI,20210130
54620,EGY,20220831
47454,DJI,20200715
20755,BLR,20210924
51589,DZA,20200326
46689,DEU,20210405
6702,ARG,20201123
51445,DOM,20220826
39746,COL,20210729
48683,DMA,20201222
56923,EST,20200517
52591,ECU,20200112
38887,COG,20220126
22711,BMU,20210505
7378,ARG,20220908
32609,CHE,20220417
30471,CAF,20220414
12873,BEN,20200618
57119,EST,20201124
35294,COM,20200423
39659,COL,20210507
15716,BGD,20220611
56373,ESP,20210922
28398,BTN,20220429
14011,BFA,20200831
26374,BRB,20220811
48763,DMA,20210310
43206,CUB,20200530
37876,COD,20220302
20682,BLR,20210716
36634,CMR,20210911
29892,CAF,20200927
53408,ECU,20220319
20824,BLR,20211129
51824,DZA,20201110
14711,BFA,20220716
32788,CHE,20221009
31790,CHE,20200127
16733,BGR,20220428
5108,AND,20220416
40996,CPV,20200325
32116,CHE,20201222
34140,CHN,20200908
56118,ESP,20210119
27992,BTN,20210327
4157,ALB,20220804
29780,CAF,20200611
53653,ECU,20221107
50248,DNK,20220424
15784,BGD,20220816
46958,DEU,20211225
22937,BMU,20211214
30618,CAF,20220908
44073,CUB,20220925
52728,ECU,20200529
55645,ERI,20220824
34365,CHN,20210414
36684,CMR,20211029
21306,BLZ,20200615
33774,CHL,20220728
40323,COM,20210405
24931,BRA,20210811
51769,DZA,20200918
61985,FRA,20220811
19614,BIH,20210701
60613,FJI,20210923
52274,DZA,20220122
4831,AND,20210722
2599,AGO,20210406
9390,AZE,20200113
27357,BRN,20220530
40155,COL,20220822
44195,CYP,20200419
19794,BIH,20211221
7282,ARG,20220606
35946,CIV,20220907
25273,BRA,20220710
59807,FIN,20220527
54959,ERI,20201018
19908,BIH,20220412
39353,COL,20200720
55993,ESP,20200921
27115,BRN,20211001
15240,BGD,20210303
17887,BHR,20220724
55901,ESP,20200625
6453,ARG,20200331
41502,CPV,20210801
29165,BWA,20210802
7105,ARG,20211216
54786,ERI,20200429
42223,CRI,20200823
16598,BGR,20211217
1401,AFG,20201126
58484,ETH,20210922
48848,DMA,20210531
35636,CIV,20211113
17417,BHR,20210422
43319,CUB,20200918
15256,BGD,20210318
43648,CUB,20210806
48254,DJI,20220825
5138,AND,20220515
57441,EST,20211001
35430,CIV,20210427
17519,BHR,20210730
39119,COL,20200108
835,ABW,20220320
4040,ALB,20220411
9142,AUT,20211107
44571,CYP,20210421
56835,EST,20200221
59909,FIN,20220829
49055,DMA,20211219
270,ABW,20200920
47909,DJI,20210927
40016,COL,20220410
36552,CMR,20210623
30321,CAF,20211121
62073,FRO,20200117
25591,BRB,20200706
46551,DEU,20201122
56016,ESP,20201014
42898,CRI,20220609
22282,BMU,20200316
677,ABW,20211019
7330,ARG,20220723
39805,COL,20210925
21670,BLZ,20210606
1916,AFG,20220410
27557,BTN,20200129
16960,BHR,20200201
9652,AZE,20200518
48733,DMA,20210209
60348,FJI,20210112
4399,AND,20200529
51235,DOM,20220201
26338,BRB,20220707
1853,AFG,20220208
39779,COL,20210831
9198,AUT,20220102
19911,BIH,20220415
16642,BGR,20220128
26815,BRN,20201214
57047,EST,20200915
38219,COG,20200422
989,ABW,20220818
17068,BHR,20200518
854,ABW,20220408
32896,CHL,20200324
19496,BIH,20210308
2883,AGO,20220107
6697,ARG,20201118
25058,BRA,20211212
8855,AUT,20210130
38942,COG,20220320
44731,CYP,20210926
20963,BLR,20220413
58307,ETH,20210406
25303,BRA,20220808
62130,FRO,20200314
3183,AGO,20221029
55156,ERI,20210429
46014,CZE,20220424
30254,CAF,20210917
50975,DOM,20210528
28514,BTN,20220822
45066,CYP,20220822
52171,DZA,20211014
45117,CYP,20221010
1867,AFG,20220221
2461,AGO,20201123
57447,EST,20211007
14239,BFA,20210409
49728,DNK,20201128
15997,BGR,20200509
15612,BGD,20220303
35364,CIV,20210221
28187,BTN,20211004
59119,FIN,20200802
9981,AZE,20210401
45089,CYP,20220913
22051,BLZ,20220616
22713,BMU,20210507
8621,AUT,20200618
11681,BEL,20200206
60486,GRD,20200622
39264,COL,20200426
19132,BIH,20200322
50570,DOM,20200502
9934,AZE,20210215
36468,CMR,20210403
16587,BGR,20211206
60892,FJI,20220621
20820,BLR,20211125
57293,EST,20210512
31238,CAN,20210618
47941,DMA,20200113
28578,BTN,20221023
57273,EST,20210423
40250,COM,20200110
31868,CHE,20200424
45233,CZE,20200325
2095,AFG,20221006
49532,DNK,20200523
55938,ESP,20200730
53435,ECU,20220415
15530,BGD,20211212
5984,ARE,20211027
57591,EST,20220222
1997,AFG,20220702
41663,CPV,20220104
18663,BHS,20211009
19403,BIH,20201210
7865,AUS,20210413
32735,CHE,20220818
27953,BTN,20210217
1044,ABW,20221008
47826,DJI,20210709
6862,ARG,20210424
54079,EGY,20210318
14300,BFA,20210609
17668,BHR,20211223
32924,CHL,20200420
5871,ARE,20210707
45047,CYP,20220803
6974,ARG,20210812
47327,DJI,20200312
43506,CUB,20210320
1271,AFG,20200722
24502,BRA,20200622
49332,DMA,20220913
14045,BFA,20201003
8797,AUT,20201206
9769,AZE,20200908
48607,DMA,20201008
34724,CHN,20220330
59693,FIN,20220209
39488,COL,20201125
4049,ALB,20220420
51044,DOM,20210801
22571,BMU,20201220
21494,BLZ,20201216
56684,ESP,20220720
1534,AFG,20210405
32367,CHE,20210821
48183,DJI,20220619
41268,CPV,20201214
26974,BRN,20210516
35798,CIV,20220417
20600,BLR,20210426
15273,BGD,20210403
57309,EST,20210528
37398,COD,20201120
38678,COG,20210710
14217,BFA,20210319
61415,FRA,20210208
24799,BRA,20210405
14431,BFA,20211015
60143,FJI,20200629
40919,CPV,20200108
58952,FIN,20200222
45581,CZE,20210225
43161,CUB,20200415
6726,ARG,20201215
24082,BOL,20220316
29611,BWA,20221011
564,ABW,20210702
51285,DOM,20220324
11423,BDI,20220411
26779,BRN,20201109
22200,BLZ,20221109
5472,ARE,20200618
42923,CRI,20220703
41198,CPV,20201008
47717,DJI,20210326
10473,AZE,20220726
2522,AGO,20210121
10221,AZE,20211122
2717,AGO,20210730
13306,BEN,20210814
15897,BGR,20200121
33606,CHL,20220211
24079,BOL,20220313
51831,DZA,20201117
14532,BFA,20220121
48143,DJI,20220509
17751,BHR,20220313
44611,CYP,20210531
41094,CPV,20200628
48652,DMA,20201121
27809,BTN,20200930
51503,DOM,20221021
61655,FRA,20210927
43872,CUB,20220310
3535,ALB,20201206
27865,BTN,20201123
26431,BRB,20221006
15645,BGD,20220404
16041,BGR,20200621
60337,FJI,20210102
42255,CRI,20200923
30845,CAN,20200605
10361,AZE,20220408
38148,COG,20200211
30825,CHE,20200208
33375,CHL,20210630
42043,CRI,20200302
19331,BIH,20201002
38652,COG,20210616
55771,ESP,20200220
54098,EGY,20210406
33385,CHL,20210709
851,ABW,20220405
56153,ESP,20210221
6473,ARG,20200419
44624,CYP,20210613
1636,AFG,20210713
346,ABW,20201203
42412,CRI,20210221
43747,CUB,20211107
3987,ALB,20220218
50337,DNK,20220719
35716,CIV,20220129
10441,AZE,20220625
26739,BRN,20201001
54574,EGY,20220716
5104,AND,20220412
10223,AZE,20211124
25530,BRB,20200509
20653,BLR,20210617
28064,BTN,20210605
47621,DJI,20201223
54521,EGY,20220524
61741,FRA,20211221
14605,BFA,20220402
6563,ARG,20200714
31953,CHE,20200716
60170,FJI,20200724
14735,BFA,20220808
16416,BGR,20210621
1269,AFG,20200720
10494,AZE,20220816
52752,ECU,20200621
10348,AZE,20220326
6724,ARG,20201213
46420,DEU,20200717
33399,CHL,20210723
18548,BHS,20210619
56884,GRD,20200514
3749,ALB,20210703
