country_date_id,cases,death
106950,34040,702
170257,1361,93
104547,3606,60
57996,2156,27
135911,945184,21874
96212,119588,2872
183404,164153,3598
154595,58495,29
125505,2277565,26683
114742,17633,260
121424,222652,2159
20898,788934,6175
120246,354383,1133
138134,2215373,200672
96911,0,0
49208,13116,63
193157,16433,286
56837,0,0
57588,455636,2158
116715,2870,127
36605,82454,1338
133178,981142,11952
109144,303571,1151
103260,135585,2219
131679,119814,774
79393,23726,662
164541,2528216,19879
166866,0,0
12836,327,2
36299,21570,425
70375,3273382,28839
11346,37170,38
39243,1485,35
140752,21631,1007
24062,892537,21414
10327,789332,9518
6459,1554,48
134739,135041,1532
75268,53178,1101
87492,441542,3416
179150,1017907,27989
20810,629271,4861
56639,12403245,106797
102257,2066,85
189835,23154,123
73677,577,5
98437,15424598,19679
73957,8131,139
72798,154212,5465
55937,282641,28441
189055,932,10
102402,5594,245
9625,1518,20
8025,80400,1128
123568,192558,934
20986,981259,6963
15531,1579710,28031
64287,66067,11670
161094,718299,7078
70563,5135200,33574
17487,265643,1351
124178,11785,300
37222,3195,72
104916,20266,86
132941,819019,11496
10808,416,1
141224,2888231,75340
115727,972785,95225
176943,1,0
115275,64314,1393
10419,792785,9713
2164,0,0
177032,141,0
723,16392,174
82954,0,0
150287,4565,22
195580,37273,1538
105457,169900,1269
42667,558654,7008
167244,16972,650
74324,48611,361
53203,503514,32334
127265,1226,69
69453,12508,372
32684,3759730,13828
51833,71652,2224
180186,13975389,94026
162715,10,1
160599,46,0
166697,2515769,19093
126185,11121,121
82503,33853048,449260
6921,4298782,90281
189911,2,0
91448,16202,778
25186,30252618,662207
116358,6439616,326491
100605,210194,757
99936,22,0
70818,161,1
104346,2784,56
70975,5876,200
4721,12363,119
63070,34658,28
184102,2251242,52088
173332,7015,58
48668,85,0
48473,16,0
143247,877195,17092
140200,22413,245
124316,34335,1155
27959,867,1
110152,921974,5981
176851,0,0
157136,7670,125
139558,4009466,64274
117895,19015,284
108403,23710,198
66412,1154,9
143549,3936432,22127
83020,18561,1063
18289,5163,108
176624,0,0
49863,236346,2436
152561,30540,1915
53610,1003778,35894
161779,2191,43
152026,801935,9228
92170,7629456,29294
6760,1791979,45295
51331,579743,4376
118789,1171,7
67710,13545,80
45122,593542,1189
15011,218658,2836
193214,287796,4172
150578,32296,392
194978,324558,3998
98863,67448,453
54031,165951,9316
33650,3450094,56381
150831,129468,1457
132047,1429630,3061
112229,1264495,16274
50398,3285290,6993
154260,5,0
168963,0,0
117777,4160,45
64284,53178,8133
50060,0,0
180859,967,10
179691,363999,9874
13138,6071,75
46504,306086,9562
159882,4814,132
166049,90923,5880
150541,26215,345
82805,44019811,526357
8298,7448922,8771
74771,2402,65
152472,20468,1307
46850,4046112,92498
6855,2677747,59164
1997,182643,7723
44153,2,0
43890,1088017,8510
132713,280984,3058
134405,18,0
163590,81022,1383
141397,5415088,108137
4230,332598,3591
146735,363905,677
110689,50,0
10274,624208,8497
6969,5012754,107302
163778,977,8
4134,289391,3516
188314,247847,2781
188801,544884,5816
54156,263606,15136
165619,1025656,6640
93552,281,14
92411,3430,13
134250,1611885,1502
15909,0,0
90446,1183,10
12311,1266562,25695
85449,735626,13618
5356,13,0
1811,158037,7356
188555,492678,5474
110396,46,0
108063,1256823,9339
142782,9034,209
9554,0,0
166137,367120,7993
28266,2658,3
113263,14174,61
74533,0,0
16637,880228,32664
61241,269452,30397
189541,7598,87
73171,666017,16245
140641,0,0
116518,0,0
99356,413245,2465
121379,153674,1944
27091,3567,16
75075,21471,509
21937,56450,648
115668,658299,70183
172501,25764,83
192954,11925,2155
154079,86201,1968
91523,32092,1002
60734,60931,768
20299,64224,443
159198,12462,109
95950,932,0
7117,5480305,117066
85698,2064011,23372
81790,6329143,157438
177034,234,0
165661,1054441,6662
149975,19568544,377180
125541,2506309,29291
18426,8471,179
195799,133438,4697
96107,80225,1507
51277,576904,4375
109648,126378,2240
11628,50470,38
19364,53822,1317
57641,564309,2495
87427,314121,2536
64212,0,0
52632,0,0
17289,90062,349
26967,230,3
169018,1,0
104294,2614,55
184693,0,0
184615,5583231,117681
126227,13240,134
43011,1117989,8970
173595,13714,91
185999,10071423,238455
131299,7996,216
164232,775169,12513
30287,11478,100
159854,4726,130
31448,2554916,30765
94355,327892,5651
91344,22,0
144502,472673,16658
71696,25,0
118814,12425,284
15566,1624387,28154
170916,7432,193
97004,0,0
61480,5030401,98503
16276,221266,9218
179611,239622,5829
54728,0,0
111450,24322,353
133830,2709,28
125095,9317,126
15714,1953871,29131
99091,204388,1144
15632,1950846,29117
112332,0,0
94020,195111,3826
26068,12773,114
162438,17362,138
85201,72460,2960
140329,38481,610
35357,31235,175
4868,15016,130
131047,8165521,22358
54368,380520,21571
105818,663655,16511
88634,3607083,109847
4870,15025,130
48217,15690,189
2644,31661,704
162561,17823,138
127817,8943,309
52070,144483,3811
24293,1108595,22237
22978,10262,114
102816,7996,294
80415,823384,30199
121919,6676,157
80204,459816,15765
148870,2963934,65813
386,6068,52
94888,84175,1405
58041,11524,188
111005,82,0
168529,21507,112
131894,328747,1141
66581,46829,303
120124,58439,253
180255,15037242,98808
120014,2174,2
35006,1,0
180136,9916725,83529
117117,15303,550
51820,60800,2024
36935,120068,1931
105451,151343,1051
180422,16919638,101203
103271,144993,2386
42387,192637,2599
17155,44397,163
144868,16,0
23260,18340,148
176769,0,0
6604,342154,6985
10477,798404,9747
5296,46366,155
109386,1366,34
94268,323289,5647
170021,0,0
118517,114941,806
82999,4604,137
192104,122,18
26746,146,3
26972,232,3
162372,16856,137
139464,3790309,60773
64035,47677,304
159415,20385,118
125367,498795,2149
191342,1,0
191137,0,0
28388,54592,19
76014,11329,203
171789,36550,268
127559,5750,196
52260,221742,6330
2468,15139,348
110720,53,0
107324,7310,97
61146,181969,28401
188259,181903,1888
166739,2545671,19433
102623,7400,294
135962,1053660,23635
181908,509,21
34666,120224,4636
3023,99527,1900
79350,21219,596
26253,64177,381
176861,0,0
85209,90220,3691
20010,381982,15825
97647,2337,13
124106,5940,184
88339,237290,34371
69022,8920,251
80465,998488,32780
38186,3,0
11418,38609,38
123370,12616,34
133689,2288,27
182397,35366,841
64597,3743734,128392
137772,950557,88891
11519,43060,38
39541,1831980,47124
56455,5273178,88321
139278,3569665,54054
14703,21044,387
8992,644308,13020
6270,994693,2335
61327,1985427,44227
133457,1504,23
122782,0,0
144178,154904,3119
73962,8154,139
125754,4510196,35680
83387,243911,4836
191729,18,1
80333,808539,30007
47839,11628,155
48198,15690,189
167321,18492,671
97663,8162,75
101331,565896,7921
15873,2036109,29426
186031,15337665,289448
134857,217224,2345
108640,71031,818
87498,3,0
27859,378,0
129899,14306,231
13967,1047,53
193435,1494119,48313
154487,57315,27
86618,6654,30
71854,34,0
39484,1240493,35104
112459,99,4
130495,858914,12084
125398,696408,4408
113773,171514,3678
158300,169646,4139
68883,5459,165
63484,9351,63
64550,1869666,84194
181754,509,21
114392,592535,11878
55863,232555,27888
85821,2311238,25090
167323,18511,671
46913,4844054,96963
30245,11296,100
137195,739770,7926
77284,373206,10147
117961,29833,403
109501,30940,439
4460,907,52
62486,658,1
44658,89964,384
7957,31100,911
171456,7680,92
5792,504872,1565
175250,0,0
134650,117167,1286
74442,58308,394
22873,5536,92
194271,3583,128
5111,40709,153
74920,8231,186
178476,1032,45
94994,98654,1660
77926,12285,203
171525,13279,125
52256,219953,6303
164291,780075,12548
150114,0,0
15763,2003570,29280
137281,793137,8194
114590,8741,76
17425,176934,646
86562,6522,29
111874,913423,13775
3153,103131,1917
128923,256467,3144
53985,124280,7041
70771,160,1
11950,321031,10810
166953,205,2
123901,16,2
11569,49287,38
173591,13714,91
78311,395097,8539
85,17,0
121360,151503,1940
153431,14738,302
181853,509,21
35879,83679,805
142936,58012,1822
70879,188,1
16709,1140679,36568
144553,641321,18359
39010,24079,385
170386,3794,133
17837,588801,1488
134172,1030733,750
123163,603,10
15959,457,10
112538,154,4
14019,1466,56
85457,774015,13860
3609,94651,1582
138753,238727,3890
196059,256382,5577
52261,222157,6339
141079,2552898,58176
109839,244561,3901
52692,11183,560
77709,0,0
91534,47348,1044
40328,3789,146
125155,27805,239
16885,1261287,37727
170278,1538,99
48227,15690,189
169226,5033,245
149219,977730,16866
28437,59636,21
46218,4162724,41674
159187,10641,103
123498,69110,786
140107,17292,177
49433,0,0
6339,1031179,2346
168497,20128,102
150195,612,2
92958,547510,8538
88890,5185270,134669
5779,480006,1526
170481,4924,173
90637,312851,4121
36735,107662,1836
70038,404163,12122
108196,3654,80
65768,354276,5060
85874,2325247,25211
43398,8714,136
33537,1770620,38465
73455,0,0
38551,9329,131
27297,134915,210
51042,341510,3956
114213,516986,11489
8053,136188,1496
101486,735727,9174
7961,31429,912
86026,2459249,25352
47524,5403,61
22782,2525,33
79641,31410,837
75532,71353,1281
4985,20549,134
114554,1443,13
193872,3755459,100286
78215,359184,8182
175781,11386,26
88555,2319036,80326
136771,220261,3664
14977,112306,1464
150948,130608,1459
140958,1140572,22960
95356,200993,2991
77077,187975,4585
49568,12675,604
144129,112856,2353
148507,1082376,34270
46192,4140509,41376
58963,14,0
5724,351895,1027
5163,43224,153
129535,5366,179
194607,137026,1794
25292,33790698,678313
171568,13881,129
2333,812,33
56189,3255324,75010
45898,2475729,36129
182526,39920,845
29071,46934,712
45298,9086,317
136481,8,1
101658,1105959,10457
57057,3118,64
171599,15624,152
190933,11498047,43161
150650,87627,1089
77557,430672,10912
95121,177158,2572
158287,164134,4135
13082,3304,44
1086,337,7
111982,963092,14849
8957,627847,12697
9682,10991,133
153127,63285,4961
44579,65534,307
97224,2,0
117010,14404,525
39615,2367337,62645
4948,15819,130
192789,11799,2140
119689,11,0
46701,3123077,79847
45520,670599,11044
3997,271563,3469
19961,377962,15788
129544,5450,181
158297,169646,4139
167047,3894,73
180513,235,2
88375,244624,35058
90075,128786,2889
173538,13714,91
59260,32617,547
157595,17448,467
151382,343774,5250
10938,457,7
161201,1125602,9761
182408,35768,841
94922,86308,1467
41814,56324,402
139922,811,9
44219,903,16
18154,102,11
3467,13649,387
65972,932641,13758
180663,487,7
123170,610,10
58555,371346,6750
7450,39,1
79974,4347,596
180714,529,7
60386,56,2
82526,34215653,455653
23105,14755,138
70125,550459,13298
118658,146,5
48857,188,0
34764,860038,5191
76096,11848,210
38714,13356,179
181772,509,21
4824,14239,127
180751,607,7
48205,15690,189
2787,60803,1603
170766,7255,190
132147,1458751,3890
16261,213409,8651
188155,115322,1052
12611,4425201,32263
192981,11935,2157
78067,229502,4882
71699,26,0
161164,886543,7885
49186,12011,63
167625,69307,1391
120421,916445,2105
163184,24435,620
193816,3673257,99229
182835,11767,106
37581,30708,776
84739,6806265,133718
130294,50005,6100
101052,85209,667
92568,45719,224
12940,2115,39
36151,5436,175
46983,8186850,116081
162336,15242,135
148677,1848641,59027
107015,34490,706
99099,215067,1202
86930,186179,120
158129,122063,3826
53371,781470,34854
37319,10149,259
129194,16,5
20126,400129,16183
186644,97204973,1067854
113893,255830,6154
168934,49380,171
187465,193893,1413
142075,102051,2066
126773,158811,4025
120769,76,0
115295,64685,1396
168008,11,0
72530,1114,26
166535,1657611,15558
92856,320881,6028
92000,1724203,18318
161091,717812,7076
98616,24911497,28573
18741,23539,713
99268,409736,2418
99666,658520,2563
137171,602606,7554
180993,15378,763
54243,286735,16683
1599,82326,3251
96094,71244,1222
50439,3330925,7305
35606,60982,674
69229,11939,365
806,33600,198
182197,26309,734
121669,230219,2222
102575,7360,290
170720,6558,185
55899,246752,28325
85696,2061939,23319
69481,12580,372
41871,62095,409
141574,6100827,116686
82352,21892676,238270
181865,509,21
45094,582381,1178
157778,54488,1604
36232,18469,401
188707,527074,5735
141686,0,0
171814,36798,272
37538,28410,745
143670,5385702,24762
111535,186731,3132
159682,3135,93
139561,4012868,64322
97991,78508,1425
195294,567,6
44624,74278,374
10332,790378,9589
82899,44653592,529024
122233,20314,480
185709,6,0
150116,70,0
151843,599044,8901
95179,181882,2689
9539,0,0
35540,51732,347
8629,17404,802
1595,76628,3068
100502,144759,634
69600,2235,110
10946,809,2
137066,468963,7264
130842,2828655,19842
17213,73116,261
176310,0,0
716,16291,174
152611,33891,2349
22519,199,9
149017,2,0
124152,6202,187
35705,79435,763
132919,812194,11399
103081,19583,314
104337,2743,56
193431,1487681,47670
84489,3013078,81796
33711,3675085,57867
145447,400649,4063
101472,703555,8965
44329,1481,21
52420,265927,6875
46632,2291924,62156
15348,833291,13222
101439,657367,8625
102526,6278,287
29654,0,0
125743,4491320,35643
169025,10,2
50098,466817,2841
90099,129632,2948
150188,451,2
26529,0,0
10847,483,1
98234,303553,2456
137934,1810998,168120
13920,884,53
1145,24,0
913,37975,216
30867,102936,8661
6323,1025568,2343
124161,6471,189
3259,33,1
84877,7237156,141386
109029,277888,1107
138799,365799,6915
75850,5182,105
190616,1571780,30041
181344,3613345,6254
12355,1635675,26705
69295,11995,365
27620,4,0
63419,8860,54
414,7223,62
188790,544355,5814
14462,15281,234
195110,333681,4017
7298,9341492,129016
52573,270891,6881
85983,2454213,25338
41582,38049,347
16359,399259,16101
123471,62989,719
118082,34953,428
186927,8503,26
72586,20072,843
65464,1385,17
25993,4443,48
176009,22801,129
160418,26900,1361
157542,3373,68
46616,2134936,51870
434,7849,71
179121,954726,26889
28751,89,1
4658,9720232,130003
73163,646319,16145
129219,1309,46
88518,1757394,61240
73094,605749,15474
127928,9183,312
159953,12837,656
145499,457729,4767
2831,64985,1729
1744,181236,7710
104329,2709,56
34715,167043,4638
128942,257637,3144
88905,5622431,136530
91278,1746997,14122
154609,58813,29
91578,79445,1514
121335,230370,2224
142427,472335,4084
130181,321,3
119903,337,0
98915,99964,585
143755,5527261,25312
188362,301979,3524
93280,1394918,19016
34218,92771,4634
143099,761906,13954
137821,1035184,95233
63291,3463,23
32718,3972622,13900
194446,31100,509
32562,2818720,13110
48059,15535,189
195859,225084,5222
3184,0,0
39714,4158716,104678
74794,3565,106
195983,249748,5484
101888,51,6
66483,18134,117
55995,693556,31034
7829,29061,909
163093,9791,189
160730,22031,499
148118,28973,1750
87763,1256600,7611
61726,7738424,117283
181515,0,0
105601,529755,13429
85753,2093891,24163
87987,4076104,10695
12019,646496,19528
96515,137705,3056
179616,245635,5912
19539,188994,7788
40817,8351,161
113061,7583,45
2484,16407,379
103462,330945,4501
8037,100911,1256
61176,194599,29575
70219,861117,17075
24674,6580517,176718
46134,4022267,40700
42523,333820,4251
95485,205716,2991
8038,102723,1279
146277,152491,249
84395,1731558,61069
35494,48176,311
92030,1728039,18371
153784,73188,1803
113155,11605,56
10383,792558,9709
96746,0,0
169989,57362,3163
157898,72821,2233
133789,2623,28
58525,1335318,6407
126119,1775,8
12700,4607296,32883
86578,6564,30
67087,157751,1419
3520,32196,685
72122,11409,7
45029,68264,878
195650,41628,1666
162906,5154,109
25962,4086,47
177502,153,8
114450,0,0
100587,209989,756
169772,55723,3145
81233,1298608,35014
79051,9179,232
73598,172,5
129577,5731,185
5262,46113,155
37448,19436,611
116991,14302,519
97170,2,0
46427,204183,9111
182613,23,0
142104,111760,2146
93122,1071035,18199
73311,864560,18208
55577,9777,103
144302,413457,12086
112854,2587,33
38978,24079,385
6023,742214,2148
180433,16919638,101203
12109,872936,22921
73786,6959,113
43318,4933,109
172970,4457580,30081
139699,8,0
111887,931973,14248
168336,3996,18
184330,3877032,103434
87543,750043,5577
3246,0,0
16085,12159,404
122036,9679,194
10399,792638,9709
95600,91,0
144071,69653,1543
45351,13742,358
21540,11908,301
185822,1557900,97292
42368,177614,2305
22758,2504,33
44559,50957,269
124943,3333,57
175759,10049,26
13333,19841,141
154672,60062,29
112846,2570,33
84902,7319322,141650
130090,15120,245
136283,1531581,30382
57761,591377,2628
163483,80008,1337
168826,45269,168
194320,13112,300
107902,1151312,9118
72793,150277,5313
23229,18122,148
104416,3118,58
159280,16140,114
6071,813931,2200
150679,97190,1259
167157,6455,122
182129,25957,723
106897,33358,698
124696,86001,2642
134465,3399,17
16127,17891,717
81039,139549,6150
76619,1933080,10428
64790,5982581,156984
28133,2551,2
166356,1096799,14651
129139,1,0
54929,364,0
160173,22837,1313
179942,5425652,49732
190063,352,0
93238,1394290,19013
191525,4,1
136138,1374800,29105
187840,0,0
192411,2771,683
157479,118,6
109271,896,16
95052,133303,2054
169621,44191,2593
34245,93323,4634
71473,11,0
150783,119421,1367
24771,11136064,268759
144062,64628,1441
88561,2400598,83157
31703,4244008,44996
146807,383807,679
26403,101747,556
8844,391416,8720
127281,1351,70
25597,103,7
84503,3150949,83588
116267,5727668,323944
29747,143,0
99784,9,0
55270,6611,37
142112,120571,2194
84700,6203046,131802
109469,11356,137
161023,697241,6499
165196,230826,4147
152970,62057,4929
42557,380482,4773
195810,133836,4704
173760,17484,125
129540,5407,180
129510,5251,176
124002,3640,99
46362,177212,8174
164333,824687,12752
92628,130673,1878
138569,49,1
193972,4005124,101982
33007,306216,6682
11229,18271,38
7063,5295260,116083
52968,231482,14319
136951,392166,6465
62954,34658,28
178272,178532,4128
10628,0,0
103237,125561,1982
16125,17598,706
183457,168169,3622
96386,136259,3056
50314,3164435,6448
21325,30,2
90425,1042,9
134013,12516,42
195981,249206,5482
78264,364832,8271
46136,4024851,40719
170996,7605,193
52363,265741,6874
12275,1196656,25421
93582,1029,50
115662,629409,67326
169281,8911,491
78998,8646,225
898,36316,213
113826,240056,5339
2839,65130,1733
110046,830977,5841
11977,556904,15522
87661,839747,6427
68216,36540,441
66076,1652235,16781
33655,3476914,56637
106215,781,24
132489,46257,289
154133,87641,1968
70935,5670,184
137638,337751,46300
78685,1233728,16914
88980,13048774,156017
72393,11971,21
103691,501916,6430
83504,315385,5044
120919,7262,49
79617,30892,835
17568,274041,1388
102397,5538,245
78533,1122459,15828
31543,3552709,38019
9749,34620,510
168053,11,0
140553,44954,664
75455,69252,1268
168450,17305,75
68881,5420,164
117715,1276,9
24020,725459,20149
21719,13917,332
79006,8792,229
117102,15082,547
60596,47993,520
17243,82363,324
175765,10227,26
22313,81,5
87080,205823,213
79380,22731,649
180959,12921,437
111179,793,6
149398,4092649,81048
61846,24751850,139000
54852,215,0
107748,484251,6883
74223,37456,299
185624,981186,7455
93623,6190,144
30846,95805,8152
62444,647,1
102373,5461,220
176216,23272,138
22157,68826,683
21609,12485,318
183462,168440,3627
70409,3436046,29756
59141,8046,314
142855,36180,1505
114055,357831,8799
30159,7101,98
14334,13520,168
64285,57198,9280
63121,34658,28
5042,37140,148
96043,31460,230
160713,16131,311
36841,119544,1927
65286,1,0
110814,63,0
96982,0,0
138000,2065113,193230
87023,202831,179
193788,3603856,95022
47542,5423,61
99806,19,0
184929,2916,54
123383,14406,54
178062,106417,3302
145737,662490,5662
11052,3333,6
185173,356382,5316
101199,452281,5964
149696,9630296,275824
6098,870358,2288
63449,9048,57
80180,380013,13347
62934,34658,28
134864,225095,2424
138838,429864,8373
94241,322781,5638
117702,845,9
176973,1,0
15994,1778,84
105906,34490,706
182106,1367,50
170666,5107,175
169534,26409,1940
118968,141875,3198
66363,0,0
13356,23890,159
140534,44887,664
180281,15070000,98955
6230,937037,2311
145490,455949,4731
89326,36,1
141750,1276,77
6373,1040821,2348
117071,14763,536
79432,25296,738
31435,2082785,30219
23750,298778,12861
81463,4224487,142494
55438,9580,99
54605,515645,24786
126456,77333,1224
10456,793388,9717
140541,44900,664
13128,5434,70
177782,9796,159
25628,143,7
14330,13505,168
18372,7887,171
80477,1114260,34713
167538,51172,1248
151955,754340,9093
92854,315102,6028
183173,123572,3156
164107,608790,7560
61373,2616902,64267
118812,10734,226
17722,463805,1427
72301,11971,21
192065,0,0
179699,382118,10481
23150,16401,140
55868,235400,26834
98056,105752,1748
13297,8608,110
138058,2149591,198263
77084,191136,4681
165871,6832,373
59890,1238998,5350
54208,283862,16465
18183,104,11
87462,342101,2896
49087,7957,48
56369,4929546,85783
195390,7858,228
69068,9930,335
130062,14990,244
182940,39979,328
62767,3505,13
20952,964677,6836
84323,1225142,55223
117575,139,0
70960,5861,198
24269,1106538,22218
92527,8969,35
4485,1045,53
160069,15735,837
3429,8759,259
188678,523937,5722
87293,20849,308
33977,83391,3322
151889,745027,8998
120698,0,0
96706,0,0
83466,274306,5000
7847,29252,909
12025,655732,19883
174094,17786,125
111600,423214,7086
3769,132797,2456
45536,844799,13485
44874,293040,788
74105,16795,222
137587,129751,17796
183235,127451,3252
19830,339281,14185
35890,84451,806
79456,25945,765
60000,0,0
45217,31,0
21281,18,2
47337,1,0
178773,232615,7974
181031,15916,828
21300,20,2
92936,478063,7759
61448,4017844,89787
8835,994037,7118
175825,18994,103
10264,618365,8398
72918,246156,7977
18945,36287,822
186732,97553924,1070948
122232,20288,480
61372,2597124,64016
130372,78511,6246
3408,5750,176
7276,9230573,128889
2935,98741,1900
78816,8,0
71826,31,0
50395,3282837,6983
123422,20265,164
149619,7208241,196235
14817,21631,387
127517,5532,194
125119,10276,131
23546,137107,8129
36201,15173,359
186785,0,0
162530,17733,138
118232,59061,485
48608,32,0
15287,715252,10283
35036,444,3
5526,62300,356
22450,167,9
80614,1879480,45865
5460,38268,275
158588,695,42
108006,1200477,9230
24567,3631972,115557
192957,11926,2155
184584,5392365,116766
179084,731077,25606
31475,3127213,34537
91907,1056125,15315
150584,36627,420
158090,119803,3776
20674,424554,3225
3600,85336,1460
155555,0,0
145962,949,3
76764,5202,212
94552,0,0
195222,24,3
29723,12,0
96256,120469,3010
19281,15184,458
87863,1374446,8243
138255,3536842,211579
102609,7397,294
59615,182528,1433
59119,7500,312
160472,27020,1361
14055,2305,63
105998,671328,16782
8697,27354,903
108296,6533,114
159669,3028,92
41637,38489,351
116466,7116424,330430
168593,23599,127
109802,175890,2836
14449,14793,214
63641,23909,145
122703,62802,994
112208,1263373,16268
145423,353732,3727
104897,19490,86
168634,31098,136
130672,1683271,17740
131184,8525247,22857
10221,574799,7657
8906,509659,11114
176626,0,0
164649,2580748,20236
112546,154,4
165192,226786,4126
70407,3427857,29725
194863,312970,3953
140477,44745,662
95329,200968,2991
182733,0,0
31884,30305,1754
58957,4,0
22761,2504,33
4498,1199,53
21820,26798,491
16164,29503,986
15132,0,0
138547,3,1
140951,1067870,20181
134855,213784,2303
41382,17871,173
177333,0,0
117094,14984,543
196104,256939,5596
162888,4941,106
131055,8210551,22392
184556,5313939,116552
105794,662945,16497
165110,155752,3309
175343,24,0
76117,11896,210
125752,4506510,35676
162768,128,2
58825,492894,7571
90019,125993,2694
139403,3691327,60456
36970,120215,1931
12329,1360650,25994
242,1568,7
164435,1421125,17398
153407,13456,282
141264,2918863,75834
3455,12226,358
91200,1709879,14074
144944,398,2
79135,11991,246
123236,1206,16
136250,1529167,30376
158400,201785,4229
65623,252972,3038
72271,11971,21
5073,38794,152
4569,5567,75
12477,3771233,30662
164647,2580748,20236
164373,1064680,13818
16962,0,0
8759,101467,1431
45592,1321331,21717
150006,20881937,380255
191161,0,0
119964,1063,1
96299,121983,3015
73658,356,5
186709,96379648,1059728
177375,57,0
176371,0,0
124124,6009,185
10882,560,1
30090,5491,74
29082,49041,751
99189,327963,1820
157431,0,0
23518,122308,7097
179656,306302,7639
130701,1851329,17801
11597,50129,38
55564,9767,103
127543,5658,196
7789,28799,909
162815,1381,23
39995,6081131,139452
170589,5011,174
24235,0,0
195926,244685,5429
173220,0,0
171182,501,13
77075,187460,4558
128248,52548,1004
164580,2544678,20114
76642,0,0
66145,1658755,16838
15085,367565,5325
4353,673,33
161765,2021,38
98776,7208,47
114961,42561,937
1298,37682,1379
166393,1126813,14692
156962,6393,121
127954,9388,312
26259,66317,386
25031,21971337,611759
9690,0,0
158507,187,20
177204,12554,12
45003,497454,1070
131445,13915,274
90509,3314,24
34848,906385,5226
38611,11147,148
14352,13566,169
145478,452642,4657
42958,1044385,8754
37094,0,0
182393,35354,840
156994,6397,121
48868,191,0
43518,76276,425
137395,978181,8470
45208,0,0
49389,15760,74
3514,27830,623
115014,42894,958
3190,103131,1917
16016,2477,134
114394,592535,11878
2724,43487,1042
155818,20,0
111130,791,6
62291,382,0
190927,11495231,43159
140925,641496,9080
52988,253339,14968
154130,87615,1968
148066,16247,1053
14653,20899,384
157471,46,2
123211,1129,12
193867,3741230,100147
91531,42687,1030
185356,405681,6159
140855,70387,2113
88574,2560957,88845
115883,2272064,207020
76352,17808,215
54194,282737,16351
16799,1177572,37266
5981,739284,2130
94659,2166,26
182267,33549,796
58222,129922,2008
130493,841163,11862
178053,100590,3180
130807,2189661,18517
98047,101275,1721
12664,4517212,32636
5601,115602,463
72551,5336,116
26085,18459,158
20887,738601,6024
155048,939436,1145
63416,8835,54
191495,4,1
96758,0,0
188852,0,0
172837,2377500,22032
113582,29905,895
86919,185579,119
55575,9775,103
12478,3782085,30686
61755,10039372,121402
59569,149547,1174
63871,39910,288
167200,12124,332
131230,6,0
98424,12774956,15855
183188,124924,3179
164288,779460,12548
104533,3562,58
59097,7323,309
143470,2771842,20024
178794,245405,8526
46037,68270,878
68604,24,0
26263,67934,390
66126,1657729,16828
35040,626,6
104482,3282,58
79373,22273,629
15689,1953049,29127
66438,6096,31
34762,851594,5174
13162,7100,90
75067,20834,489
103321,177871,3039
22432,157,9
5629,150345,530
188882,0,0
87005,200397,179
146378,212667,524
74994,12963,293
171693,26079,242
38196,19,0
193312,702131,18408
176751,0,0
12679,4566207,32716
12291,1226682,25524
81033,127083,5765
100329,19185,16
180405,16873793,101139
50826,177493,2423
140764,25986,1153
127054,529,12
20247,30572,171
13447,24935,161
67145,161034,1445
162056,10403,114
60360,55,2
88739,4273693,127808
49258,14852,68
119231,508591,18855
195077,333531,4017
127058,584,14
121279,148444,1885
66603,47775,316
146275,151720,249
25976,4269,48
26045,7232,64
159340,17413,115
181688,509,21
58172,107669,1672
164462,1870119,18105
189942,16,0
99605,653730,2559
15595,0,0
69474,12508,372
156514,1572,63
29836,4618,59
115076,43672,964
8324,8164673,9930
191779,6401,7
88548,2201945,76877
87585,834247,6243
137228,760405,8146
41031,109,1
54953,414,0
4008,272552,3485
85987,2454213,25338
97714,10806,255
149753,11670366,324672
144350,455680,15341
55215,5720,21
8457,10420857,15786
194778,210436,3668
120914,6264,40
169331,13998,916
71523,13,0
77115,216964,5439
181627,509,21
843,33929,212
107316,5755,86
75482,70703,1276
18058,0,0
194922,319594,3976
18287,5023,106
34706,137088,4636
178738,197373,6234
93738,45076,839
84917,7459175,142738
194095,0,0
107941,1156670,9153
122550,58686,982
17040,1907,7
152544,30128,1864
182374,35354,840
121223,94733,1057
75869,5313,105
135559,221896,4551
168443,16793,68
124549,80867,2427
109404,1477,35
158063,113422,3670
94273,323365,5647
128687,211496,2886
10530,819847,9893
85481,911376,14641
89701,39967,607
51995,121112,3217
151838,575293,8892
168385,9251,30
82908,44660293,530509
93109,1064992,18078
134244,1563510,1410
19042,37334,833
171702,26125,243
8431,10280150,15389
72453,0,0
30904,116886,8981
95022,106973,1847
90978,1019691,12048
164889,1503,109
37185,442,28
130523,993430,14169
23129,15762,138
109814,203460,3049
45112,587994,1182
47627,5813,61
196005,253779,5515
169245,6040,305
58980,736,8
79709,33551,841
159567,3,0
131017,8082883,22317
115733,1006522,98542
30547,14649,113
131786,158389,814
88354,240578,34767
43134,16,1
116496,0,0
63850,37551,281
37478,23671,681
179516,135569,3689
108817,98983,907
15715,1953935,29131
48219,15690,189
35343,28475,156
160064,15456,813
62803,6105,14
92728,180089,2542
54951,414,0
4826,14273,127
3370,2466,58
16247,206392,7961
5339,7,0
25816,1904,20
11778,53081,8656
91454,16385,836
70209,792239,16361
110100,871181,5901
162369,16833,137
76104,11874,210
1188,2469,72
183794,73761,1749
51646,7542,568
11538,45308,38
190944,11505249,43165
94143,254688,5325
